NumberId,dataKey
0,0.875_1
1,0.875_4
2,0.875_9
3,0.875_10
4,0.875_14
5,0.875_24
6,0.875_28
7,0.875_35
8,0.875_39
9,0.875_42
10,0.875_47
11,0.875_4
12,0.875_7
13,0.875_8
14,0.875_12
15,0.875_14
16,0.875_15
17,0.875_32
18,0.875_36
19,0.875_44
20,0.875_46
21,0.875_50
22,0.875_3
23,0.875_18
24,0.875_19
25,0.875_30
26,0.875_34
27,0.875_43
28,0.875_44
29,1.0_1
30,1.0_4
31,1.0_5
32,1.0_11
33,1.0_23
34,1.0_33
35,1.0_46
36,1.0_48
37,1.0_4
38,1.0_9
39,1.0_19
40,1.0_32
41,1.0_43
42,1.0_46
43,1.0_2
44,1.0_6
45,1.0_14
46,1.0_18
47,1.0_21
48,1.0_23
49,1.0_28
50,1.0_33
51,1.0_34
52,1.0_40
53,1.125_3
54,1.125_11
55,1.125_18
56,1.125_23
57,1.125_36
58,1.125_42
59,1.125_1
60,1.125_9
61,1.125_11
62,1.125_15
63,1.125_19
64,1.125_23
65,1.125_29
66,1.125_38
67,1.125_45
68,1.125_47
69,1.125_4
70,1.125_17
71,1.125_27
72,1.125_30
73,1.125_34
74,1.125_38
75,1.125_41
76,1.125_42
77,1.125_44
78,1.125_48
79,1.125_49
80,1.25_3
81,1.25_16
82,1.25_19
83,1.25_22
84,1.25_26
85,1.25_32
86,1.25_40
87,1.25_45
88,1.25_47
89,1.25_2
90,1.25_12
91,1.25_16
92,1.25_23
93,1.25_26
94,1.25_31
95,1.25_32
96,1.25_33
97,1.25_48
98,1.25_1
99,1.25_12
100,1.25_22
101,1.25_33
102,1.25_34
103,1.25_43
104,1.25_50
105,1.375_1
106,1.375_9
107,1.375_11
108,1.375_18
109,1.375_33
110,1.375_36
111,1.375_42
112,1.375_46
113,1.375_49
114,1.375_0
115,1.375_1
116,1.375_4
117,1.375_13
118,1.375_14
119,1.375_17
120,1.375_21
121,1.375_24
122,1.375_27
123,1.375_28
124,1.375_41
125,1.375_48
126,1.375_50
127,1.375_0
128,1.375_1
129,1.375_2
130,1.375_14
131,1.375_20
132,1.375_21
133,1.375_22
134,1.375_27
135,1.375_31
136,1.375_33
137,1.375_35
138,1.375_42
139,1.375_47
140,1.5_2
141,1.5_4
142,1.5_10
143,1.5_11
144,1.5_12
145,1.5_15
146,1.5_18
147,1.5_22
148,1.5_26
149,1.5_27
150,1.5_30
151,1.5_35
152,1.5_36
153,1.5_38
154,1.5_44
155,1.5_45
156,1.5_48
157,1.5_50
158,1.5_5
159,1.5_8
160,1.5_15
161,1.5_26
162,1.5_27
163,1.5_33
164,1.5_38
165,1.5_44
166,1.5_46
167,1.5_50
168,1.5_10
169,1.5_13
170,1.5_18
171,1.5_20
172,1.5_27
173,1.5_34
174,1.5_35
175,1.5_44
176,1.5_45
