NumberId,dataKey
0,1.0_0
1,1.0_1
2,1.0_2
3,1.0_3
4,1.0_4
5,1.0_5
6,1.0_6
7,1.0_7
8,1.0_8
9,1.0_9
10,1.0_10
11,1.0_11
12,1.0_12
13,1.0_13
14,1.0_14
15,1.0_15
16,1.0_16
17,1.0_17
18,1.0_18
19,1.0_19
20,1.0_20
21,1.0_21
22,1.0_22
23,1.0_23
24,1.0_24
25,1.0_25
26,1.0_26
27,1.0_27
28,1.0_28
29,1.0_29
30,1.0_30
31,1.0_31
32,1.0_32
33,1.0_33
34,1.0_34
35,1.0_35
36,1.0_36
37,1.0_37
38,1.0_38
39,1.0_39
40,1.0_40
41,1.0_41
42,1.0_42
43,1.0_43
44,1.0_44
45,1.0_45
46,1.0_46
47,1.0_47
48,1.0_48
49,1.0_49
50,1.0_50
