NumberId,dataKey
0,1.375_0
1,1.375_1
2,1.375_2
3,1.375_3
4,1.375_4
5,1.375_5
6,1.375_6
7,1.375_7
8,1.375_8
9,1.375_9
10,1.375_10
11,1.375_11
12,1.375_12
13,1.375_13
14,1.375_14
15,1.375_15
16,1.375_16
17,1.375_17
18,1.375_18
19,1.375_19
20,1.375_20
21,1.375_21
22,1.375_22
23,1.375_23
24,1.375_24
25,1.375_25
26,1.375_26
27,1.375_27
28,1.375_28
29,1.375_29
30,1.375_30
31,1.375_31
32,1.375_32
33,1.375_33
34,1.375_34
35,1.375_35
36,1.375_36
37,1.375_37
38,1.375_38
39,1.375_39
40,1.375_40
41,1.375_41
42,1.375_42
43,1.375_43
44,1.375_44
45,1.375_45
46,1.375_46
47,1.375_47
48,1.375_48
49,1.375_49
50,1.375_50
