NumberId,dataKey
0,0.5_0
1,0.5_0
2,0.625_0
3,0.625_0
4,0.625_0
5,0.75_0
6,0.75_0
7,0.75_0
8,0.875_0
9,0.875_1
10,0.875_2
11,0.875_3
12,0.875_4
13,0.875_5
14,0.875_6
15,0.875_8
16,0.875_9
17,0.875_10
18,0.875_11
19,0.875_12
20,0.875_13
21,0.875_14
22,0.875_15
23,0.875_16
24,0.875_17
25,0.875_18
26,0.875_19
27,0.875_20
28,0.875_21
29,0.875_22
30,0.875_23
31,0.875_24
32,0.875_25
33,0.875_26
34,0.875_27
35,0.875_28
36,0.875_29
37,0.875_30
38,0.875_31
39,0.875_32
40,0.875_33
41,0.875_34
42,0.875_35
43,0.875_36
44,0.875_37
45,0.875_38
46,0.875_39
47,0.875_40
48,0.875_41
49,0.875_42
50,0.875_43
51,0.875_44
52,0.875_45
53,0.875_46
54,0.875_48
55,0.875_49
56,0.875_0
57,0.875_1
58,0.875_2
59,0.875_4
60,0.875_5
61,0.875_6
62,0.875_7
63,0.875_8
64,0.875_9
65,0.875_11
66,0.875_12
67,0.875_14
68,0.875_15
69,0.875_16
70,0.875_17
71,0.875_19
72,0.875_20
73,0.875_21
74,0.875_22
75,0.875_23
76,0.875_25
77,0.875_26
78,0.875_27
79,0.875_29
80,0.875_30
81,0.875_31
82,0.875_32
83,0.875_33
84,0.875_34
85,0.875_36
86,0.875_37
87,0.875_38
88,0.875_39
89,0.875_40
90,0.875_41
91,0.875_42
92,0.875_43
93,0.875_44
94,0.875_45
95,0.875_46
96,0.875_47
97,0.875_48
98,0.875_49
99,0.875_0
100,0.875_1
101,0.875_2
102,0.875_3
103,0.875_4
104,0.875_5
105,0.875_6
106,0.875_7
107,0.875_8
108,0.875_10
109,0.875_11
110,0.875_12
111,0.875_14
112,0.875_15
113,0.875_16
114,0.875_17
115,0.875_18
116,0.875_20
117,0.875_21
118,0.875_22
119,0.875_24
120,0.875_25
121,0.875_26
122,0.875_27
123,0.875_29
124,0.875_30
125,0.875_31
126,0.875_32
127,0.875_33
128,0.875_34
129,0.875_35
130,0.875_36
131,0.875_38
132,0.875_39
133,0.875_41
134,0.875_42
135,0.875_43
136,0.875_44
137,0.875_46
138,0.875_47
139,0.875_48
140,0.875_49
141,0.875_50
142,1.0_0
143,1.0_1
144,1.0_2
145,1.0_3
146,1.0_4
147,1.0_5
148,1.0_6
149,1.0_7
150,1.0_8
151,1.0_9
152,1.0_10
153,1.0_11
154,1.0_12
155,1.0_13
156,1.0_14
157,1.0_16
158,1.0_17
159,1.0_18
160,1.0_19
161,1.0_20
162,1.0_21
163,1.0_22
164,1.0_25
165,1.0_26
166,1.0_27
167,1.0_28
168,1.0_29
169,1.0_30
170,1.0_31
171,1.0_33
172,1.0_35
173,1.0_36
174,1.0_37
175,1.0_38
176,1.0_39
177,1.0_40
178,1.0_41
179,1.0_42
180,1.0_43
181,1.0_44
182,1.0_45
183,1.0_46
184,1.0_47
185,1.0_48
186,1.0_49
187,1.0_50
188,1.0_1
189,1.0_2
190,1.0_3
191,1.0_4
192,1.0_5
193,1.0_6
194,1.0_7
195,1.0_8
196,1.0_9
197,1.0_10
198,1.0_11
199,1.0_12
200,1.0_13
201,1.0_14
202,1.0_15
203,1.0_16
204,1.0_17
205,1.0_18
206,1.0_19
207,1.0_21
208,1.0_22
209,1.0_23
210,1.0_24
211,1.0_25
212,1.0_26
213,1.0_27
214,1.0_28
215,1.0_29
216,1.0_30
217,1.0_32
218,1.0_33
219,1.0_34
220,1.0_35
221,1.0_37
222,1.0_38
223,1.0_39
224,1.0_40
225,1.0_41
226,1.0_42
227,1.0_43
228,1.0_44
229,1.0_45
230,1.0_46
231,1.0_47
232,1.0_48
233,1.0_49
234,1.0_50
235,1.0_0
236,1.0_1
237,1.0_2
238,1.0_3
239,1.0_4
240,1.0_6
241,1.0_7
242,1.0_8
243,1.0_9
244,1.0_10
245,1.0_11
246,1.0_12
247,1.0_13
248,1.0_14
249,1.0_16
250,1.0_17
251,1.0_18
252,1.0_19
253,1.0_20
254,1.0_21
255,1.0_22
256,1.0_23
257,1.0_25
258,1.0_26
259,1.0_27
260,1.0_28
261,1.0_29
262,1.0_30
263,1.0_31
264,1.0_32
265,1.0_33
266,1.0_34
267,1.0_35
268,1.0_37
269,1.0_38
270,1.0_39
271,1.0_40
272,1.0_41
273,1.0_42
274,1.0_44
275,1.0_45
276,1.0_47
277,1.0_48
278,1.0_49
279,1.0_50
280,1.125_0
281,1.125_1
282,1.125_2
283,1.125_3
284,1.125_4
285,1.125_5
286,1.125_6
287,1.125_7
288,1.125_8
289,1.125_9
290,1.125_10
291,1.125_11
292,1.125_12
293,1.125_13
294,1.125_14
295,1.125_15
296,1.125_16
297,1.125_18
298,1.125_19
299,1.125_20
300,1.125_21
301,1.125_22
302,1.125_23
303,1.125_24
304,1.125_25
305,1.125_26
306,1.125_27
307,1.125_28
308,1.125_29
309,1.125_30
310,1.125_32
311,1.125_33
312,1.125_34
313,1.125_35
314,1.125_36
315,1.125_37
316,1.125_38
317,1.125_40
318,1.125_41
319,1.125_42
320,1.125_43
321,1.125_44
322,1.125_45
323,1.125_46
324,1.125_47
325,1.125_48
326,1.125_49
327,1.125_50
328,1.125_0
329,1.125_1
330,1.125_2
331,1.125_3
332,1.125_4
333,1.125_5
334,1.125_6
335,1.125_7
336,1.125_8
337,1.125_9
338,1.125_10
339,1.125_11
340,1.125_12
341,1.125_13
342,1.125_14
343,1.125_15
344,1.125_16
345,1.125_17
346,1.125_18
347,1.125_19
348,1.125_20
349,1.125_21
350,1.125_23
351,1.125_25
352,1.125_26
353,1.125_27
354,1.125_28
355,1.125_29
356,1.125_31
357,1.125_32
358,1.125_33
359,1.125_34
360,1.125_35
361,1.125_37
362,1.125_38
363,1.125_40
364,1.125_41
365,1.125_42
366,1.125_43
367,1.125_44
368,1.125_45
369,1.125_46
370,1.125_47
371,1.125_48
372,1.125_49
373,1.125_50
374,1.125_0
375,1.125_1
376,1.125_2
377,1.125_3
378,1.125_4
379,1.125_6
380,1.125_7
381,1.125_8
382,1.125_9
383,1.125_10
384,1.125_11
385,1.125_12
386,1.125_13
387,1.125_15
388,1.125_16
389,1.125_17
390,1.125_18
391,1.125_19
392,1.125_20
393,1.125_23
394,1.125_25
395,1.125_26
396,1.125_27
397,1.125_28
398,1.125_29
399,1.125_30
400,1.125_32
401,1.125_33
402,1.125_35
403,1.125_36
404,1.125_38
405,1.125_39
406,1.125_40
407,1.125_41
408,1.125_42
409,1.125_43
410,1.125_44
411,1.125_45
412,1.125_46
413,1.125_47
414,1.125_48
415,1.125_49
416,1.125_50
417,1.25_0
418,1.25_1
419,1.25_2
420,1.25_3
421,1.25_4
422,1.25_5
423,1.25_7
424,1.25_8
425,1.25_10
426,1.25_11
427,1.25_12
428,1.25_13
429,1.25_14
430,1.25_15
431,1.25_16
432,1.25_17
433,1.25_18
434,1.25_20
435,1.25_21
436,1.25_22
437,1.25_24
438,1.25_25
439,1.25_26
440,1.25_28
441,1.25_29
442,1.25_32
443,1.25_33
444,1.25_34
445,1.25_35
446,1.25_36
447,1.25_37
448,1.25_38
449,1.25_39
450,1.25_40
451,1.25_41
452,1.25_42
453,1.25_43
454,1.25_45
455,1.25_47
456,1.25_48
457,1.25_49
458,1.25_50
459,1.25_1
460,1.25_2
461,1.25_3
462,1.25_4
463,1.25_6
464,1.25_7
465,1.25_8
466,1.25_9
467,1.25_11
468,1.25_12
469,1.25_13
470,1.25_14
471,1.25_15
472,1.25_16
473,1.25_17
474,1.25_18
475,1.25_19
476,1.25_20
477,1.25_21
478,1.25_23
479,1.25_24
480,1.25_25
481,1.25_26
482,1.25_27
483,1.25_28
484,1.25_29
485,1.25_30
486,1.25_31
487,1.25_32
488,1.25_33
489,1.25_34
490,1.25_35
491,1.25_37
492,1.25_38
493,1.25_39
494,1.25_40
495,1.25_41
496,1.25_42
497,1.25_44
498,1.25_45
499,1.25_46
500,1.25_47
501,1.25_48
502,1.25_49
503,1.25_50
504,1.25_0
505,1.25_2
506,1.25_3
507,1.25_4
508,1.25_5
509,1.25_6
510,1.25_7
511,1.25_8
512,1.25_9
513,1.25_10
514,1.25_11
515,1.25_12
516,1.25_13
517,1.25_14
518,1.25_15
519,1.25_16
520,1.25_17
521,1.25_18
522,1.25_20
523,1.25_21
524,1.25_23
525,1.25_24
526,1.25_25
527,1.25_26
528,1.25_27
529,1.25_28
530,1.25_29
531,1.25_30
532,1.25_31
533,1.25_32
534,1.25_33
535,1.25_34
536,1.25_35
537,1.25_36
538,1.25_37
539,1.25_38
540,1.25_40
541,1.25_41
542,1.25_42
543,1.25_43
544,1.25_44
545,1.25_45
546,1.25_46
547,1.25_47
548,1.25_48
549,1.25_49
550,1.25_50
551,1.375_0
552,1.375_1
553,1.375_3
554,1.375_4
555,1.375_5
556,1.375_6
557,1.375_8
558,1.375_9
559,1.375_10
560,1.375_12
561,1.375_13
562,1.375_14
563,1.375_15
564,1.375_17
565,1.375_18
566,1.375_19
567,1.375_20
568,1.375_21
569,1.375_23
570,1.375_24
571,1.375_25
572,1.375_26
573,1.375_27
574,1.375_28
575,1.375_29
576,1.375_30
577,1.375_31
578,1.375_32
579,1.375_33
580,1.375_34
581,1.375_35
582,1.375_36
583,1.375_37
584,1.375_38
585,1.375_39
586,1.375_40
587,1.375_41
588,1.375_42
589,1.375_43
590,1.375_44
591,1.375_45
592,1.375_46
593,1.375_47
594,1.375_48
595,1.375_49
596,1.375_50
597,1.375_0
598,1.375_1
599,1.375_2
600,1.375_3
601,1.375_4
602,1.375_5
603,1.375_6
604,1.375_7
605,1.375_8
606,1.375_9
607,1.375_10
608,1.375_11
609,1.375_12
610,1.375_13
611,1.375_15
612,1.375_16
613,1.375_17
614,1.375_18
615,1.375_19
616,1.375_20
617,1.375_21
618,1.375_22
619,1.375_23
620,1.375_24
621,1.375_25
622,1.375_27
623,1.375_28
624,1.375_29
625,1.375_30
626,1.375_31
627,1.375_32
628,1.375_33
629,1.375_34
630,1.375_35
631,1.375_37
632,1.375_38
633,1.375_40
634,1.375_41
635,1.375_42
636,1.375_43
637,1.375_44
638,1.375_45
639,1.375_46
640,1.375_47
641,1.375_48
642,1.375_49
643,1.375_0
644,1.375_1
645,1.375_2
646,1.375_3
647,1.375_4
648,1.375_5
649,1.375_6
650,1.375_7
651,1.375_8
652,1.375_9
653,1.375_10
654,1.375_11
655,1.375_12
656,1.375_13
657,1.375_14
658,1.375_15
659,1.375_16
660,1.375_17
661,1.375_18
662,1.375_19
663,1.375_20
664,1.375_21
665,1.375_22
666,1.375_23
667,1.375_24
668,1.375_25
669,1.375_26
670,1.375_27
671,1.375_28
672,1.375_29
673,1.375_30
674,1.375_31
675,1.375_32
676,1.375_33
677,1.375_34
678,1.375_35
679,1.375_36
680,1.375_37
681,1.375_38
682,1.375_39
683,1.375_40
684,1.375_41
685,1.375_42
686,1.375_43
687,1.375_44
688,1.375_45
689,1.375_46
690,1.375_47
691,1.375_48
692,1.375_49
693,1.375_50
694,1.5_0
695,1.5_1
696,1.5_2
697,1.5_3
698,1.5_5
699,1.5_6
700,1.5_7
701,1.5_8
702,1.5_9
703,1.5_10
704,1.5_11
705,1.5_12
706,1.5_13
707,1.5_14
708,1.5_15
709,1.5_16
710,1.5_17
711,1.5_18
712,1.5_19
713,1.5_20
714,1.5_21
715,1.5_22
716,1.5_23
717,1.5_25
718,1.5_26
719,1.5_27
720,1.5_29
721,1.5_30
722,1.5_31
723,1.5_32
724,1.5_33
725,1.5_34
726,1.5_35
727,1.5_36
728,1.5_38
729,1.5_39
730,1.5_40
731,1.5_41
732,1.5_42
733,1.5_44
734,1.5_45
735,1.5_47
736,1.5_48
737,1.5_49
738,1.5_50
739,1.5_0
740,1.5_1
741,1.5_2
742,1.5_3
743,1.5_4
744,1.5_5
745,1.5_6
746,1.5_7
747,1.5_8
748,1.5_9
749,1.5_10
750,1.5_11
751,1.5_13
752,1.5_16
753,1.5_17
754,1.5_18
755,1.5_19
756,1.5_21
757,1.5_22
758,1.5_23
759,1.5_24
760,1.5_25
761,1.5_26
762,1.5_27
763,1.5_28
764,1.5_29
765,1.5_30
766,1.5_31
767,1.5_32
768,1.5_33
769,1.5_34
770,1.5_35
771,1.5_36
772,1.5_37
773,1.5_38
774,1.5_39
775,1.5_40
776,1.5_41
777,1.5_42
778,1.5_43
779,1.5_44
780,1.5_45
781,1.5_46
782,1.5_48
783,1.5_49
784,1.5_50
785,1.5_1
786,1.5_3
787,1.5_5
788,1.5_6
789,1.5_7
790,1.5_8
791,1.5_10
792,1.5_11
793,1.5_12
794,1.5_13
795,1.5_14
796,1.5_15
797,1.5_16
798,1.5_17
799,1.5_19
800,1.5_20
801,1.5_21
802,1.5_22
803,1.5_23
804,1.5_24
805,1.5_25
806,1.5_26
807,1.5_27
808,1.5_28
809,1.5_30
810,1.5_32
811,1.5_33
812,1.5_35
813,1.5_36
814,1.5_37
815,1.5_38
816,1.5_39
817,1.5_40
818,1.5_41
819,1.5_42
820,1.5_43
821,1.5_44
822,1.5_45
823,1.5_46
824,1.5_47
825,1.5_48
826,1.5_49
