NumberId,dataKey
0,0.5_0
1,0.5_0
2,0.625_0
3,0.625_0
4,0.75_0
5,0.75_0
6,0.875_0
7,0.875_1
8,0.875_4
9,0.875_5
10,0.875_6
11,0.875_7
12,0.875_8
13,0.875_10
14,0.875_12
15,0.875_13
16,0.875_15
17,0.875_16
18,0.875_17
19,0.875_18
20,0.875_19
21,0.875_20
22,0.875_21
23,0.875_22
24,0.875_23
25,0.875_24
26,0.875_25
27,0.875_26
28,0.875_28
29,0.875_29
30,0.875_31
31,0.875_32
32,0.875_33
33,0.875_34
34,0.875_35
35,0.875_36
36,0.875_37
37,0.875_38
38,0.875_39
39,0.875_40
40,0.875_42
41,0.875_45
42,0.875_46
43,0.875_48
44,0.875_49
45,0.875_50
46,0.875_0
47,0.875_1
48,0.875_3
49,0.875_5
50,0.875_6
51,0.875_7
52,0.875_8
53,0.875_9
54,0.875_10
55,0.875_12
56,0.875_13
57,0.875_14
58,0.875_15
59,0.875_17
60,0.875_18
61,0.875_19
62,0.875_20
63,0.875_21
64,0.875_22
65,0.875_23
66,0.875_24
67,0.875_25
68,0.875_26
69,0.875_27
70,0.875_28
71,0.875_29
72,0.875_30
73,0.875_31
74,0.875_32
75,0.875_33
76,0.875_34
77,0.875_35
78,0.875_36
79,0.875_37
80,0.875_38
81,0.875_40
82,0.875_41
83,0.875_42
84,0.875_43
85,0.875_44
86,0.875_45
87,0.875_47
88,0.875_48
89,0.875_49
90,0.875_50
91,0.875_1
92,0.875_4
93,0.875_5
94,0.875_6
95,0.875_7
96,0.875_8
97,0.875_9
98,0.875_10
99,0.875_11
100,0.875_13
101,0.875_14
102,0.875_16
103,0.875_17
104,0.875_18
105,0.875_19
106,0.875_20
107,0.875_21
108,0.875_22
109,0.875_23
110,0.875_24
111,0.875_25
112,0.875_27
113,0.875_28
114,0.875_29
115,0.875_30
116,0.875_31
117,0.875_32
118,0.875_33
119,0.875_34
120,0.875_35
121,0.875_36
122,0.875_37
123,0.875_38
124,0.875_39
125,0.875_40
126,0.875_41
127,0.875_42
128,0.875_43
129,0.875_44
130,0.875_45
131,0.875_46
132,0.875_47
133,0.875_48
134,0.875_49
135,0.875_50
136,1.0_0
137,1.0_1
138,1.0_2
139,1.0_3
140,1.0_4
141,1.0_5
142,1.0_6
143,1.0_8
144,1.0_9
145,1.0_10
146,1.0_11
147,1.0_12
148,1.0_13
149,1.0_14
150,1.0_15
151,1.0_16
152,1.0_17
153,1.0_18
154,1.0_19
155,1.0_20
156,1.0_21
157,1.0_22
158,1.0_23
159,1.0_24
160,1.0_25
161,1.0_26
162,1.0_28
163,1.0_29
164,1.0_30
165,1.0_31
166,1.0_32
167,1.0_34
168,1.0_35
169,1.0_36
170,1.0_37
171,1.0_38
172,1.0_39
173,1.0_40
174,1.0_41
175,1.0_42
176,1.0_43
177,1.0_44
178,1.0_45
179,1.0_46
180,1.0_47
181,1.0_48
182,1.0_49
183,1.0_0
184,1.0_1
185,1.0_2
186,1.0_3
187,1.0_4
188,1.0_5
189,1.0_6
190,1.0_7
191,1.0_9
192,1.0_10
193,1.0_11
194,1.0_12
195,1.0_13
196,1.0_14
197,1.0_15
198,1.0_16
199,1.0_17
200,1.0_18
201,1.0_19
202,1.0_20
203,1.0_21
204,1.0_22
205,1.0_23
206,1.0_24
207,1.0_25
208,1.0_26
209,1.0_27
210,1.0_29
211,1.0_30
212,1.0_31
213,1.0_32
214,1.0_33
215,1.0_34
216,1.0_35
217,1.0_36
218,1.0_37
219,1.0_38
220,1.0_39
221,1.0_40
222,1.0_41
223,1.0_42
224,1.0_43
225,1.0_44
226,1.0_45
227,1.0_46
228,1.0_48
229,1.0_49
230,1.0_50
231,1.0_0
232,1.0_1
233,1.0_3
234,1.0_5
235,1.0_6
236,1.0_7
237,1.0_8
238,1.0_10
239,1.0_11
240,1.0_12
241,1.0_13
242,1.0_14
243,1.0_15
244,1.0_17
245,1.0_18
246,1.0_20
247,1.0_21
248,1.0_22
249,1.0_23
250,1.0_24
251,1.0_27
252,1.0_28
253,1.0_29
254,1.0_30
255,1.0_31
256,1.0_32
257,1.0_33
258,1.0_34
259,1.0_36
260,1.0_37
261,1.0_38
262,1.0_39
263,1.0_40
264,1.0_41
265,1.0_42
266,1.0_43
267,1.0_44
268,1.0_45
269,1.0_46
270,1.0_47
271,1.0_48
272,1.0_49
273,1.0_50
274,1.125_1
275,1.125_2
276,1.125_5
277,1.125_6
278,1.125_7
279,1.125_8
280,1.125_9
281,1.125_10
282,1.125_11
283,1.125_12
284,1.125_13
285,1.125_15
286,1.125_16
287,1.125_17
288,1.125_18
289,1.125_20
290,1.125_21
291,1.125_23
292,1.125_24
293,1.125_25
294,1.125_26
295,1.125_28
296,1.125_29
297,1.125_30
298,1.125_31
299,1.125_32
300,1.125_33
301,1.125_34
302,1.125_35
303,1.125_36
304,1.125_37
305,1.125_39
306,1.125_40
307,1.125_41
308,1.125_42
309,1.125_43
310,1.125_44
311,1.125_45
312,1.125_46
313,1.125_48
314,1.125_50
315,1.125_0
316,1.125_1
317,1.125_2
318,1.125_3
319,1.125_6
320,1.125_7
321,1.125_8
322,1.125_9
323,1.125_12
324,1.125_13
325,1.125_14
326,1.125_15
327,1.125_16
328,1.125_17
329,1.125_18
330,1.125_19
331,1.125_21
332,1.125_22
333,1.125_24
334,1.125_25
335,1.125_28
336,1.125_29
337,1.125_30
338,1.125_31
339,1.125_32
340,1.125_34
341,1.125_35
342,1.125_36
343,1.125_37
344,1.125_42
345,1.125_43
346,1.125_44
347,1.125_45
348,1.125_46
349,1.125_47
350,1.125_48
351,1.125_50
352,1.125_0
353,1.125_1
354,1.125_2
355,1.125_4
356,1.125_5
357,1.125_6
358,1.125_7
359,1.125_8
360,1.125_9
361,1.125_10
362,1.125_11
363,1.125_12
364,1.125_13
365,1.125_14
366,1.125_15
367,1.125_16
368,1.125_17
369,1.125_18
370,1.125_19
371,1.125_21
372,1.125_23
373,1.125_24
374,1.125_25
375,1.125_26
376,1.125_28
377,1.125_29
378,1.125_30
379,1.125_31
380,1.125_32
381,1.125_34
382,1.125_35
383,1.125_36
384,1.125_37
385,1.125_38
386,1.125_39
387,1.125_40
388,1.125_41
389,1.125_42
390,1.125_43
391,1.125_44
392,1.125_45
393,1.125_46
394,1.125_47
395,1.125_48
396,1.125_49
397,1.125_50
398,1.25_0
399,1.25_2
400,1.25_3
401,1.25_4
402,1.25_5
403,1.25_6
404,1.25_8
405,1.25_9
406,1.25_10
407,1.25_11
408,1.25_12
409,1.25_13
410,1.25_14
411,1.25_15
412,1.25_16
413,1.25_17
414,1.25_18
415,1.25_19
416,1.25_21
417,1.25_22
418,1.25_23
419,1.25_24
420,1.25_25
421,1.25_26
422,1.25_27
423,1.25_28
424,1.25_29
425,1.25_30
426,1.25_31
427,1.25_32
428,1.25_35
429,1.25_36
430,1.25_37
431,1.25_40
432,1.25_41
433,1.25_43
434,1.25_44
435,1.25_45
436,1.25_46
437,1.25_47
438,1.25_48
439,1.25_0
440,1.25_1
441,1.25_2
442,1.25_4
443,1.25_5
444,1.25_6
445,1.25_7
446,1.25_8
447,1.25_9
448,1.25_10
449,1.25_11
450,1.25_12
451,1.25_13
452,1.25_14
453,1.25_15
454,1.25_16
455,1.25_17
456,1.25_18
457,1.25_19
458,1.25_20
459,1.25_21
460,1.25_22
461,1.25_24
462,1.25_25
463,1.25_26
464,1.25_27
465,1.25_28
466,1.25_29
467,1.25_30
468,1.25_31
469,1.25_32
470,1.25_33
471,1.25_34
472,1.25_36
473,1.25_37
474,1.25_38
475,1.25_39
476,1.25_40
477,1.25_42
478,1.25_44
479,1.25_45
480,1.25_46
481,1.25_47
482,1.25_49
483,1.25_50
484,1.25_0
485,1.25_1
486,1.25_2
487,1.25_3
488,1.25_4
489,1.25_5
490,1.25_6
491,1.25_7
492,1.25_8
493,1.25_9
494,1.25_10
495,1.25_11
496,1.25_12
497,1.25_13
498,1.25_14
499,1.25_15
500,1.25_16
501,1.25_17
502,1.25_18
503,1.25_19
504,1.25_20
505,1.25_21
506,1.25_22
507,1.25_23
508,1.25_24
509,1.25_25
510,1.25_26
511,1.25_28
512,1.25_29
513,1.25_30
514,1.25_31
515,1.25_32
516,1.25_33
517,1.25_35
518,1.25_36
519,1.25_37
520,1.25_38
521,1.25_40
522,1.25_42
523,1.25_43
524,1.25_45
525,1.25_46
526,1.25_48
527,1.25_50
528,1.375_0
529,1.375_1
530,1.375_2
531,1.375_3
532,1.375_4
533,1.375_5
534,1.375_6
535,1.375_7
536,1.375_8
537,1.375_9
538,1.375_10
539,1.375_11
540,1.375_12
541,1.375_13
542,1.375_15
543,1.375_16
544,1.375_17
545,1.375_18
546,1.375_19
547,1.375_20
548,1.375_21
549,1.375_22
550,1.375_23
551,1.375_24
552,1.375_25
553,1.375_26
554,1.375_27
555,1.375_29
556,1.375_30
557,1.375_31
558,1.375_33
559,1.375_34
560,1.375_35
561,1.375_37
562,1.375_39
563,1.375_40
564,1.375_41
565,1.375_42
566,1.375_43
567,1.375_44
568,1.375_46
569,1.375_47
570,1.375_48
571,1.375_49
572,1.375_50
573,1.375_1
574,1.375_2
575,1.375_3
576,1.375_4
577,1.375_5
578,1.375_6
579,1.375_8
580,1.375_9
581,1.375_10
582,1.375_11
583,1.375_12
584,1.375_13
585,1.375_14
586,1.375_15
587,1.375_16
588,1.375_17
589,1.375_20
590,1.375_21
591,1.375_22
592,1.375_23
593,1.375_24
594,1.375_25
595,1.375_26
596,1.375_27
597,1.375_28
598,1.375_29
599,1.375_30
600,1.375_31
601,1.375_32
602,1.375_33
603,1.375_34
604,1.375_35
605,1.375_36
606,1.375_37
607,1.375_38
608,1.375_40
609,1.375_41
610,1.375_42
611,1.375_43
612,1.375_44
613,1.375_45
614,1.375_46
615,1.375_47
616,1.375_49
617,1.375_50
618,1.375_0
619,1.375_1
620,1.375_2
621,1.375_3
622,1.375_4
623,1.375_5
624,1.375_6
625,1.375_7
626,1.375_8
627,1.375_10
628,1.375_11
629,1.375_12
630,1.375_14
631,1.375_15
632,1.375_17
633,1.375_18
634,1.375_20
635,1.375_21
636,1.375_22
637,1.375_23
638,1.375_25
639,1.375_26
640,1.375_28
641,1.375_29
642,1.375_30
643,1.375_31
644,1.375_32
645,1.375_34
646,1.375_35
647,1.375_36
648,1.375_37
649,1.375_38
650,1.375_39
651,1.375_41
652,1.375_42
653,1.375_43
654,1.375_45
655,1.375_46
656,1.375_47
657,1.375_48
658,1.375_49
659,1.375_50
660,1.5_0
661,1.5_1
662,1.5_2
663,1.5_3
664,1.5_5
665,1.5_6
666,1.5_7
667,1.5_8
668,1.5_9
669,1.5_10
670,1.5_11
671,1.5_14
672,1.5_15
673,1.5_16
674,1.5_17
675,1.5_18
676,1.5_20
677,1.5_21
678,1.5_22
679,1.5_23
680,1.5_25
681,1.5_26
682,1.5_27
683,1.5_28
684,1.5_29
685,1.5_30
686,1.5_31
687,1.5_32
688,1.5_33
689,1.5_34
690,1.5_35
691,1.5_36
692,1.5_37
693,1.5_38
694,1.5_39
695,1.5_41
696,1.5_42
697,1.5_43
698,1.5_44
699,1.5_45
700,1.5_46
701,1.5_47
702,1.5_48
703,1.5_49
704,1.5_50
705,1.5_0
706,1.5_1
707,1.5_2
708,1.5_3
709,1.5_4
710,1.5_5
711,1.5_6
712,1.5_7
713,1.5_8
714,1.5_9
715,1.5_10
716,1.5_11
717,1.5_12
718,1.5_13
719,1.5_14
720,1.5_15
721,1.5_16
722,1.5_17
723,1.5_18
724,1.5_19
725,1.5_20
726,1.5_21
727,1.5_22
728,1.5_23
729,1.5_24
730,1.5_25
731,1.5_26
732,1.5_27
733,1.5_28
734,1.5_30
735,1.5_31
736,1.5_32
737,1.5_33
738,1.5_34
739,1.5_35
740,1.5_37
741,1.5_39
742,1.5_41
743,1.5_43
744,1.5_44
745,1.5_45
746,1.5_46
747,1.5_47
748,1.5_48
749,1.5_49
750,1.5_50
751,1.5_0
752,1.5_1
753,1.5_2
754,1.5_3
755,1.5_4
756,1.5_5
757,1.5_6
758,1.5_7
759,1.5_8
760,1.5_9
761,1.5_10
762,1.5_11
763,1.5_12
764,1.5_13
765,1.5_14
766,1.5_15
767,1.5_16
768,1.5_17
769,1.5_18
770,1.5_19
771,1.5_20
772,1.5_21
773,1.5_22
774,1.5_23
775,1.5_24
776,1.5_25
777,1.5_26
778,1.5_27
779,1.5_28
780,1.5_29
781,1.5_30
782,1.5_31
783,1.5_32
784,1.5_33
785,1.5_34
786,1.5_35
787,1.5_36
788,1.5_37
789,1.5_38
790,1.5_39
791,1.5_40
792,1.5_41
793,1.5_42
794,1.5_43
795,1.5_44
796,1.5_47
797,1.5_48
798,1.5_49
799,1.5_50
