NumberId,dataKey
0,0.5_0
1,0.5_0
2,0.5_0
3,0.625_0
4,0.625_0
5,0.625_0
6,0.75_0
7,0.75_0
8,0.75_0
9,0.875_0
10,0.875_2
11,0.875_3
12,0.875_5
13,0.875_6
14,0.875_7
15,0.875_8
16,0.875_11
17,0.875_12
18,0.875_13
19,0.875_15
20,0.875_16
21,0.875_17
22,0.875_18
23,0.875_19
24,0.875_20
25,0.875_21
26,0.875_22
27,0.875_23
28,0.875_25
29,0.875_26
30,0.875_27
31,0.875_29
32,0.875_30
33,0.875_31
34,0.875_32
35,0.875_33
36,0.875_34
37,0.875_36
38,0.875_37
39,0.875_38
40,0.875_40
41,0.875_41
42,0.875_43
43,0.875_44
44,0.875_45
45,0.875_46
46,0.875_48
47,0.875_49
48,0.875_50
49,0.875_0
50,0.875_1
51,0.875_2
52,0.875_3
53,0.875_5
54,0.875_6
55,0.875_9
56,0.875_10
57,0.875_11
58,0.875_13
59,0.875_16
60,0.875_17
61,0.875_18
62,0.875_19
63,0.875_20
64,0.875_21
65,0.875_22
66,0.875_23
67,0.875_24
68,0.875_25
69,0.875_26
70,0.875_27
71,0.875_28
72,0.875_29
73,0.875_30
74,0.875_31
75,0.875_33
76,0.875_34
77,0.875_35
78,0.875_37
79,0.875_38
80,0.875_39
81,0.875_40
82,0.875_41
83,0.875_42
84,0.875_43
85,0.875_45
86,0.875_47
87,0.875_48
88,0.875_49
89,0.875_0
90,0.875_1
91,0.875_2
92,0.875_4
93,0.875_5
94,0.875_6
95,0.875_7
96,0.875_8
97,0.875_9
98,0.875_10
99,0.875_11
100,0.875_12
101,0.875_13
102,0.875_14
103,0.875_15
104,0.875_16
105,0.875_17
106,0.875_20
107,0.875_21
108,0.875_22
109,0.875_23
110,0.875_24
111,0.875_25
112,0.875_26
113,0.875_27
114,0.875_28
115,0.875_29
116,0.875_31
117,0.875_32
118,0.875_33
119,0.875_35
120,0.875_36
121,0.875_37
122,0.875_38
123,0.875_39
124,0.875_40
125,0.875_41
126,0.875_42
127,0.875_45
128,0.875_46
129,0.875_47
130,0.875_48
131,0.875_49
132,0.875_50
133,1.0_0
134,1.0_2
135,1.0_3
136,1.0_6
137,1.0_7
138,1.0_8
139,1.0_9
140,1.0_10
141,1.0_12
142,1.0_13
143,1.0_14
144,1.0_15
145,1.0_16
146,1.0_17
147,1.0_18
148,1.0_19
149,1.0_20
150,1.0_21
151,1.0_22
152,1.0_24
153,1.0_25
154,1.0_26
155,1.0_27
156,1.0_28
157,1.0_29
158,1.0_30
159,1.0_31
160,1.0_32
161,1.0_34
162,1.0_35
163,1.0_36
164,1.0_37
165,1.0_38
166,1.0_39
167,1.0_40
168,1.0_41
169,1.0_42
170,1.0_43
171,1.0_44
172,1.0_45
173,1.0_47
174,1.0_49
175,1.0_50
176,1.0_0
177,1.0_1
178,1.0_2
179,1.0_3
180,1.0_5
181,1.0_6
182,1.0_7
183,1.0_8
184,1.0_10
185,1.0_11
186,1.0_12
187,1.0_13
188,1.0_14
189,1.0_15
190,1.0_16
191,1.0_17
192,1.0_18
193,1.0_20
194,1.0_21
195,1.0_22
196,1.0_23
197,1.0_24
198,1.0_25
199,1.0_26
200,1.0_27
201,1.0_28
202,1.0_29
203,1.0_30
204,1.0_31
205,1.0_33
206,1.0_34
207,1.0_35
208,1.0_36
209,1.0_37
210,1.0_38
211,1.0_39
212,1.0_40
213,1.0_41
214,1.0_42
215,1.0_44
216,1.0_45
217,1.0_47
218,1.0_48
219,1.0_49
220,1.0_50
221,1.0_0
222,1.0_1
223,1.0_3
224,1.0_4
225,1.0_5
226,1.0_7
227,1.0_8
228,1.0_9
229,1.0_10
230,1.0_11
231,1.0_12
232,1.0_13
233,1.0_15
234,1.0_16
235,1.0_17
236,1.0_19
237,1.0_20
238,1.0_22
239,1.0_24
240,1.0_25
241,1.0_26
242,1.0_27
243,1.0_29
244,1.0_30
245,1.0_31
246,1.0_32
247,1.0_35
248,1.0_36
249,1.0_37
250,1.0_38
251,1.0_39
252,1.0_41
253,1.0_42
254,1.0_43
255,1.0_44
256,1.0_45
257,1.0_46
258,1.0_47
259,1.0_48
260,1.0_49
261,1.0_50
262,1.125_0
263,1.125_1
264,1.125_2
265,1.125_4
266,1.125_5
267,1.125_6
268,1.125_7
269,1.125_8
270,1.125_9
271,1.125_10
272,1.125_12
273,1.125_13
274,1.125_14
275,1.125_15
276,1.125_16
277,1.125_17
278,1.125_19
279,1.125_20
280,1.125_21
281,1.125_22
282,1.125_24
283,1.125_25
284,1.125_26
285,1.125_27
286,1.125_28
287,1.125_29
288,1.125_30
289,1.125_31
290,1.125_32
291,1.125_33
292,1.125_34
293,1.125_35
294,1.125_37
295,1.125_38
296,1.125_39
297,1.125_40
298,1.125_41
299,1.125_43
300,1.125_44
301,1.125_45
302,1.125_46
303,1.125_47
304,1.125_48
305,1.125_49
306,1.125_50
307,1.125_0
308,1.125_2
309,1.125_3
310,1.125_4
311,1.125_5
312,1.125_6
313,1.125_7
314,1.125_8
315,1.125_10
316,1.125_12
317,1.125_13
318,1.125_14
319,1.125_16
320,1.125_17
321,1.125_18
322,1.125_20
323,1.125_21
324,1.125_22
325,1.125_24
326,1.125_25
327,1.125_26
328,1.125_27
329,1.125_28
330,1.125_30
331,1.125_31
332,1.125_32
333,1.125_33
334,1.125_34
335,1.125_35
336,1.125_36
337,1.125_37
338,1.125_39
339,1.125_40
340,1.125_41
341,1.125_42
342,1.125_43
343,1.125_44
344,1.125_46
345,1.125_48
346,1.125_49
347,1.125_50
348,1.125_0
349,1.125_1
350,1.125_2
351,1.125_3
352,1.125_5
353,1.125_6
354,1.125_7
355,1.125_8
356,1.125_9
357,1.125_10
358,1.125_11
359,1.125_12
360,1.125_13
361,1.125_14
362,1.125_15
363,1.125_16
364,1.125_18
365,1.125_19
366,1.125_20
367,1.125_21
368,1.125_22
369,1.125_23
370,1.125_24
371,1.125_25
372,1.125_26
373,1.125_28
374,1.125_29
375,1.125_31
376,1.125_32
377,1.125_33
378,1.125_35
379,1.125_36
380,1.125_37
381,1.125_39
382,1.125_40
383,1.125_43
384,1.125_45
385,1.125_46
386,1.125_47
387,1.125_50
388,1.25_0
389,1.25_1
390,1.25_2
391,1.25_4
392,1.25_5
393,1.25_6
394,1.25_7
395,1.25_8
396,1.25_9
397,1.25_10
398,1.25_11
399,1.25_12
400,1.25_13
401,1.25_14
402,1.25_15
403,1.25_17
404,1.25_18
405,1.25_20
406,1.25_21
407,1.25_23
408,1.25_24
409,1.25_25
410,1.25_27
411,1.25_28
412,1.25_29
413,1.25_30
414,1.25_31
415,1.25_33
416,1.25_34
417,1.25_35
418,1.25_36
419,1.25_37
420,1.25_38
421,1.25_39
422,1.25_41
423,1.25_42
424,1.25_43
425,1.25_44
426,1.25_46
427,1.25_48
428,1.25_49
429,1.25_50
430,1.25_0
431,1.25_1
432,1.25_3
433,1.25_4
434,1.25_5
435,1.25_6
436,1.25_7
437,1.25_8
438,1.25_9
439,1.25_10
440,1.25_11
441,1.25_13
442,1.25_14
443,1.25_15
444,1.25_17
445,1.25_18
446,1.25_19
447,1.25_20
448,1.25_21
449,1.25_22
450,1.25_24
451,1.25_25
452,1.25_27
453,1.25_28
454,1.25_29
455,1.25_30
456,1.25_34
457,1.25_35
458,1.25_36
459,1.25_37
460,1.25_38
461,1.25_39
462,1.25_40
463,1.25_41
464,1.25_42
465,1.25_43
466,1.25_44
467,1.25_45
468,1.25_46
469,1.25_47
470,1.25_49
471,1.25_50
472,1.25_0
473,1.25_2
474,1.25_3
475,1.25_4
476,1.25_5
477,1.25_6
478,1.25_7
479,1.25_8
480,1.25_9
481,1.25_10
482,1.25_11
483,1.25_13
484,1.25_14
485,1.25_15
486,1.25_16
487,1.25_17
488,1.25_18
489,1.25_19
490,1.25_20
491,1.25_21
492,1.25_23
493,1.25_24
494,1.25_25
495,1.25_26
496,1.25_27
497,1.25_28
498,1.25_29
499,1.25_30
500,1.25_31
501,1.25_32
502,1.25_35
503,1.25_36
504,1.25_37
505,1.25_38
506,1.25_39
507,1.25_40
508,1.25_41
509,1.25_42
510,1.25_44
511,1.25_45
512,1.25_46
513,1.25_47
514,1.25_48
515,1.25_49
516,1.375_0
517,1.375_2
518,1.375_3
519,1.375_4
520,1.375_5
521,1.375_6
522,1.375_7
523,1.375_8
524,1.375_10
525,1.375_12
526,1.375_13
527,1.375_14
528,1.375_15
529,1.375_16
530,1.375_17
531,1.375_19
532,1.375_20
533,1.375_21
534,1.375_22
535,1.375_23
536,1.375_24
537,1.375_25
538,1.375_26
539,1.375_27
540,1.375_28
541,1.375_29
542,1.375_30
543,1.375_31
544,1.375_32
545,1.375_34
546,1.375_35
547,1.375_37
548,1.375_38
549,1.375_39
550,1.375_40
551,1.375_41
552,1.375_43
553,1.375_44
554,1.375_45
555,1.375_47
556,1.375_48
557,1.375_50
558,1.375_2
559,1.375_3
560,1.375_5
561,1.375_6
562,1.375_7
563,1.375_8
564,1.375_9
565,1.375_10
566,1.375_11
567,1.375_12
568,1.375_15
569,1.375_16
570,1.375_18
571,1.375_19
572,1.375_20
573,1.375_22
574,1.375_23
575,1.375_25
576,1.375_26
577,1.375_29
578,1.375_30
579,1.375_31
580,1.375_32
581,1.375_33
582,1.375_34
583,1.375_35
584,1.375_36
585,1.375_37
586,1.375_38
587,1.375_39
588,1.375_40
589,1.375_42
590,1.375_43
591,1.375_44
592,1.375_45
593,1.375_46
594,1.375_47
595,1.375_49
596,1.375_3
597,1.375_4
598,1.375_5
599,1.375_6
600,1.375_7
601,1.375_8
602,1.375_9
603,1.375_10
604,1.375_11
605,1.375_12
606,1.375_13
607,1.375_15
608,1.375_16
609,1.375_17
610,1.375_18
611,1.375_19
612,1.375_23
613,1.375_24
614,1.375_25
615,1.375_26
616,1.375_28
617,1.375_29
618,1.375_30
619,1.375_32
620,1.375_34
621,1.375_36
622,1.375_37
623,1.375_38
624,1.375_39
625,1.375_40
626,1.375_41
627,1.375_43
628,1.375_44
629,1.375_45
630,1.375_46
631,1.375_48
632,1.375_49
633,1.375_50
634,1.5_0
635,1.5_1
636,1.5_3
637,1.5_5
638,1.5_6
639,1.5_7
640,1.5_8
641,1.5_9
642,1.5_13
643,1.5_14
644,1.5_16
645,1.5_17
646,1.5_19
647,1.5_20
648,1.5_21
649,1.5_23
650,1.5_24
651,1.5_25
652,1.5_28
653,1.5_29
654,1.5_31
655,1.5_32
656,1.5_33
657,1.5_34
658,1.5_37
659,1.5_39
660,1.5_40
661,1.5_41
662,1.5_42
663,1.5_43
664,1.5_46
665,1.5_47
666,1.5_49
667,1.5_0
668,1.5_1
669,1.5_2
670,1.5_3
671,1.5_4
672,1.5_6
673,1.5_7
674,1.5_9
675,1.5_10
676,1.5_11
677,1.5_12
678,1.5_13
679,1.5_14
680,1.5_16
681,1.5_17
682,1.5_18
683,1.5_19
684,1.5_20
685,1.5_21
686,1.5_22
687,1.5_23
688,1.5_24
689,1.5_25
690,1.5_28
691,1.5_29
692,1.5_30
693,1.5_31
694,1.5_32
695,1.5_34
696,1.5_35
697,1.5_36
698,1.5_37
699,1.5_39
700,1.5_40
701,1.5_41
702,1.5_42
703,1.5_43
704,1.5_45
705,1.5_47
706,1.5_48
707,1.5_49
708,1.5_0
709,1.5_1
710,1.5_2
711,1.5_3
712,1.5_4
713,1.5_5
714,1.5_6
715,1.5_7
716,1.5_8
717,1.5_9
718,1.5_11
719,1.5_12
720,1.5_14
721,1.5_15
722,1.5_16
723,1.5_17
724,1.5_19
725,1.5_21
726,1.5_22
727,1.5_23
728,1.5_24
729,1.5_25
730,1.5_26
731,1.5_28
732,1.5_29
733,1.5_30
734,1.5_31
735,1.5_32
736,1.5_33
737,1.5_36
738,1.5_37
739,1.5_38
740,1.5_39
741,1.5_40
742,1.5_41
743,1.5_42
744,1.5_43
745,1.5_46
746,1.5_47
747,1.5_48
748,1.5_49
749,1.5_50
