NumberId,dataKey
0,1.25_0
1,1.25_1
2,1.25_2
3,1.25_3
4,1.25_4
5,1.25_5
6,1.25_6
7,1.25_7
8,1.25_8
9,1.25_9
10,1.25_10
11,1.25_11
12,1.25_12
13,1.25_13
14,1.25_14
15,1.25_15
16,1.25_16
17,1.25_17
18,1.25_18
19,1.25_19
20,1.25_20
21,1.25_21
22,1.25_22
23,1.25_23
24,1.25_24
25,1.25_25
26,1.25_26
27,1.25_27
28,1.25_28
29,1.25_29
30,1.25_30
31,1.25_31
32,1.25_32
33,1.25_33
34,1.25_34
35,1.25_35
36,1.25_36
37,1.25_37
38,1.25_38
39,1.25_39
40,1.25_40
41,1.25_41
42,1.25_42
43,1.25_43
44,1.25_44
45,1.25_45
46,1.25_46
47,1.25_47
48,1.25_48
49,1.25_49
50,1.25_50
