NumberId,dataKey
0,1.5_0
1,1.5_1
2,1.5_2
3,1.5_3
4,1.5_4
5,1.5_5
6,1.5_6
7,1.5_7
8,1.5_8
9,1.5_9
10,1.5_10
11,1.5_11
12,1.5_12
13,1.5_13
14,1.5_14
15,1.5_15
16,1.5_16
17,1.5_17
18,1.5_18
19,1.5_19
20,1.5_20
21,1.5_21
22,1.5_22
23,1.5_23
24,1.5_24
25,1.5_25
26,1.5_26
27,1.5_27
28,1.5_28
29,1.5_29
30,1.5_30
31,1.5_31
32,1.5_32
33,1.5_33
34,1.5_34
35,1.5_35
36,1.5_36
37,1.5_37
38,1.5_38
39,1.5_39
40,1.5_40
41,1.5_41
42,1.5_42
43,1.5_43
44,1.5_44
45,1.5_45
46,1.5_46
47,1.5_47
48,1.5_48
49,1.5_49
50,1.5_50
