NumberId,dataKey
0,0.625_0
1,0.625_1
2,0.625_2
3,0.625_3
4,0.625_4
5,0.625_5
6,0.625_6
7,0.625_7
8,0.625_8
9,0.625_9
10,0.625_10
11,0.625_11
12,0.625_12
13,0.625_13
14,0.625_14
15,0.625_15
16,0.625_16
17,0.625_17
18,0.625_18
19,0.625_19
20,0.625_20
21,0.625_21
22,0.625_22
23,0.625_23
24,0.625_24
25,0.625_25
26,0.625_26
27,0.625_27
28,0.625_28
29,0.625_29
30,0.625_30
31,0.625_31
32,0.625_32
33,0.625_33
34,0.625_34
35,0.625_35
36,0.625_36
37,0.625_37
38,0.625_38
39,0.625_39
40,0.625_40
41,0.625_41
42,0.625_42
43,0.625_43
44,0.625_44
45,0.625_45
46,0.625_46
47,0.625_47
48,0.625_48
49,0.625_49
50,0.625_50
